sample	haplo_Skov	chrom	start	end	CHR	START	END	ovelap	length_Skov	ratio	length	state	mean_prob	snps	admixpopvariants	AltaiNeandertal	Chagyrskaya-Phalanx	Denisova	Vindija33.19	chr_st_end_Skov	SNP	Introgression	plain_origin	pop	chr_st_end
191121_FD09254788	191121_FD09254788_hap1	chr18	4112000	4248000	18	4072997	4251153	136000	136000	1	137000	Archaic	0.98083	61	19	5	6	13	5	18.4112000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254788	191121_FD09254788_hap2	chr18	4083000	4248000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.98974	79	32	17	16	17	15	18.4083000.4248000	4162760	Altai Neanderthal	ambiguous	LL	chr18.4136427.4203633
191121_FD09254793	191121_FD09254793_hap2	chr18	4085000	4250000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.97212	70	22	6	7	16	6	18.4085000.4250000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254795	191121_FD09254795_hap1	chr18	4131000	4248000	18	4072997	4251153	117000	117000	1	118000	Archaic	0.97002	53	19	5	6	13	5	18.4131000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254801	191121_FD09254801_hap1	chr18	4111000	4247000	18	4072997	4251153	136000	136000	1	137000	Archaic	0.97648	59	19	5	6	13	5	18.4111000.4247000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254804	191121_FD09254804_hap1	chr18	4073000	4214000	18	4072997	4251153	141000	141000	1	142000	Archaic	0.9828	65	21	7	7	16	6	18.4073000.4214000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254804	191121_FD09254804_hap2	chr18	4126000	4249000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.99249	64	33	19	18	16	19	18.4126000.4249000	4162760	Altai Neanderthal	Neandertal	LL	chr18.4136427.4203633
191121_FD09254809	191121_FD09254809_hap2	chr18	4079000	4185000	18	4072997	4251153	106000	106000	1	107000	Archaic	0.95682	45	15	1	1	15	1	18.4079000.4185000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254810	191121_FD09254810_hap2	chr18	4125000	4234000	18	4072997	4251153	109000	109000	1	110000	Archaic	0.98523	51	19	5	6	13	5	18.4125000.4234000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254811	191121_FD09254811_hap2	chr18	4161000	4193000	18	4072997	4251153	32000	32000	1	33000	Archaic	0.93728	14	6	1	1	5	1	18.4161000.4193000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254818	191121_FD09254818_hap1	chr18	4161000	4192000	18	4072997	4251153	31000	31000	1	32000	Archaic	0.86513	13	5	0	0	5	0	18.4161000.4192000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254827	191121_FD09254827_hap2	chr18	4087000	4214000	18	4072997	4251153	127000	127000	1	128000	Archaic	0.98827	62	18	4	4	15	3	18.4087000.4214000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
191121_FD09254834	191121_FD09254834_hap1	chr18	4151000	4248000	18	4072997	4251153	97000	97000	1	98000	Archaic	0.9775	53	31	18	17	15	16	18.4151000.4248000	4162760	Altai Neanderthal	Neandertal	LL	chr18.4136427.4203633
191121_FD09254835	191121_FD09254835_hap2	chr18	4088000	4214000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.97748	63	19	4	4	16	3	18.4088000.4214000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KL2	O517_DA_C001KL2_hap2	chr18	4079000	4248000	18	4072997	4251153	169000	169000	1	170000	Archaic	0.91797	69	20	5	6	14	5	18.4079000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KL3	O517_DA_C001KL3_hap2	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98624	55	17	2	2	16	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KL4	O517_DA_C001KL4_hap1	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.93431	63	30	26	25	11	24	18.4088000.4248000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KL7	O517_DA_C001KL7_hap2	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.9891	70	33	19	18	16	17	18.4125000.4251000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KL9	O517_DA_C001KL9_hap2	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.98928	69	32	18	17	16	17	18.4125000.4251000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KLA	O517_DA_C001KLA_hap1	chr18	4086000	4246000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.99128	80	35	19	18	19	17	18.4086000.4246000	4162760	Altai Neanderthal	ambiguous	HL	chr18.4136427.4203633
O517_DA_C001KLA	O517_DA_C001KLA_hap2	chr18	4077000	4193000	18	4072997	4251153	116000	116000	1	117000	Archaic	0.93763	47	14	1	1	14	1	18.4077000.4193000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLC	O517_DA_C001KLC_hap1	chr18	4077000	4204000	18	4072997	4251153	127000	127000	1	128000	Archaic	0.98671	68	25	10	10	15	9	18.4077000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLD	O517_DA_C001KLD_hap1	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.97615	71	20	5	6	15	5	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLD	O517_DA_C001KLD_hap2	chr18	4076000	4204000	18	4072997	4251153	128000	128000	1	129000	Archaic	0.98665	60	18	3	3	17	3	18.4076000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLE	O517_DA_C001KLE_hap2	chr18	4111000	4248000	18	4072997	4251153	137000	137000	1	138000	Archaic	0.98893	64	20	5	6	14	5	18.4111000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLF	O517_DA_C001KLF_hap1	chr18	4125000	4248000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.98979	58	19	5	6	13	5	18.4125000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLF	O517_DA_C001KLF_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.98072	72	22	6	7	16	6	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLG	O517_DA_C001KLG_hap1	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98675	56	17	2	2	16	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLH	O517_DA_C001KLH_hap1	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.98906	70	33	19	18	16	17	18.4125000.4251000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KLI	O517_DA_C001KLI_hap1	chr18	4088000	4199000	18	4072997	4251153	111000	111000	1	112000	Archaic	0.97101	54	16	2	2	15	2	18.4088000.4199000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr18	4083000	4248000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.91799	61	28	24	24	11	22	18.4083000.4248000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KLK	O517_DA_C001KLK_hap1	chr18	4089000	4248000	18	4072997	4251153	159000	159000	1	160000	Archaic	0.9878	71	23	7	8	16	7	18.4089000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLK	O517_DA_C001KLK_hap2	chr18	4107000	4248000	18	4072997	4251153	141000	141000	1	142000	Archaic	0.98619	68	22	8	9	13	8	18.4107000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLL	O517_DA_C001KLL_hap1	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.98929	69	32	18	17	16	16	18.4125000.4251000	4162760	Altai Neanderthal	ambiguous	HL	chr18.4136427.4203633
O517_DA_C001KLM	O517_DA_C001KLM_hap1	chr18	4111000	4248000	18	4072997	4251153	137000	137000	1	138000	Archaic	0.98856	64	20	5	6	14	5	18.4111000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLN	O517_DA_C001KLN_hap1	chr18	4095000	4239000	18	4072997	4251153	144000	144000	1	145000	Archaic	0.95907	68	29	16	16	12	15	18.4095000.4239000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KLN	O517_DA_C001KLN_hap2	chr18	4088000	4166000	18	4072997	4251153	78000	78000	1	79000	Archaic	0.93462	29	5	2	2	4	3	18.4088000.4166000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLO	O517_DA_C001KLO_hap1	chr18	4120000	4251000	18	4072997	4251153	131000	131000	1	132000	Archaic	0.97454	70	32	18	17	15	17	18.4120000.4251000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KLR	O517_DA_C001KLR_hap2	chr18	4094000	4248000	18	4072997	4251153	154000	154000	1	155000	Archaic	0.98525	73	22	6	7	16	6	18.4094000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLS	O517_DA_C001KLS_hap1	chr18	4085000	4204000	18	4072997	4251153	119000	119000	1	120000	Archaic	0.98416	56	17	2	2	16	2	18.4085000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLS	O517_DA_C001KLS_hap2	chr18	4125000	4248000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.98772	56	19	5	6	13	5	18.4125000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLT	O517_DA_C001KLT_hap1	chr18	4077000	4204000	18	4072997	4251153	127000	127000	1	128000	Archaic	0.98571	68	27	13	13	14	12	18.4077000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr18	4095000	4248000	18	4072997	4251153	153000	153000	1	154000	Archaic	0.98808	74	22	6	7	16	6	18.4095000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLV	O517_DA_C001KLV_hap1	chr18	4125000	4249000	18	4072997	4251153	124000	124000	1	125000	Archaic	0.99034	66	32	19	18	15	17	18.4125000.4249000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C001KLV	O517_DA_C001KLV_hap2	chr18	4125000	4248000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.98989	57	18	5	6	12	5	18.4125000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLW	O517_DA_C001KLW_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.98071	73	22	6	7	16	6	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLY	O517_DA_C001KLY_hap2	chr18	4125000	4248000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.98774	58	19	5	6	13	5	18.4125000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLZ	O517_DA_C001KLZ_hap1	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98655	56	16	2	2	15	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KLZ	O517_DA_C001KLZ_hap2	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.989	69	32	18	17	16	16	18.4125000.4251000	4162760	Altai Neanderthal	ambiguous	HL	chr18.4136427.4203633
O517_DA_C001KM4	O517_DA_C001KM4_hap1	chr18	4083000	4248000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.98932	80	34	19	18	18	18	18.4083000.4248000	4162760	Altai Neanderthal	ambiguous	HL	chr18.4136427.4203633
O517_DA_C001KM4	O517_DA_C001KM4_hap2	chr18	4122000	4248000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.98586	56	18	5	6	12	5	18.4122000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KM6	O517_DA_C001KM6_hap2	chr18	4094000	4248000	18	4072997	4251153	154000	154000	1	155000	Archaic	0.98502	73	22	6	7	16	6	18.4094000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KM8	O517_DA_C001KM8_hap2	chr18	4125000	4234000	18	4072997	4251153	109000	109000	1	110000	Archaic	0.98899	53	19	5	6	13	5	18.4125000.4234000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMA	O517_DA_C001KMA_hap1	chr18	4111000	4248000	18	4072997	4251153	137000	137000	1	138000	Archaic	0.98845	63	20	5	6	14	5	18.4111000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMC	O517_DA_C001KMC_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.95922	67	21	5	6	16	5	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMD	O517_DA_C001KMD_hap2	chr18	4107000	4248000	18	4072997	4251153	141000	141000	1	142000	Archaic	0.98475	67	22	8	9	13	8	18.4107000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KME	O517_DA_C001KME_hap2	chr18	4160000	4192000	18	4072997	4251153	32000	32000	1	33000	Archaic	0.85819	13	5	0	0	5	0	18.4160000.4192000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMF	O517_DA_C001KMF_hap1	chr18	4086000	4248000	18	4072997	4251153	162000	162000	1	163000	Archaic	0.99199	78	21	6	7	15	6	18.4086000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMG	O517_DA_C001KMG_hap2	chr18	4092000	4193000	18	4072997	4251153	101000	101000	1	102000	Archaic	0.96182	49	16	2	2	15	2	18.4092000.4193000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMI	O517_DA_C001KMI_hap1	chr18	4174000	4204000	18	4072997	4251153	30000	30000	1	31000	Archaic	0.91096	12	2	1	1	1	1	18.4174000.4204000	4162760	Altai Neanderthal	ambiguous	LL	chr18.4136427.4203633
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr18	4161000	4192000	18	4072997	4251153	31000	31000	1	32000	Archaic	0.86402	13	5	0	0	5	0	18.4161000.4192000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMK	O517_DA_C001KMK_hap1	chr18	4160000	4192000	18	4072997	4251153	32000	32000	1	33000	Archaic	0.87034	13	5	0	0	5	0	18.4160000.4192000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMK	O517_DA_C001KMK_hap2	chr18	4158000	4248000	18	4072997	4251153	90000	90000	1	91000	Archaic	0.98013	43	17	5	6	11	5	18.4158000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KML	O517_DA_C001KML_hap1	chr18	4160000	4192000	18	4072997	4251153	32000	32000	1	33000	Archaic	0.87122	14	5	0	0	5	0	18.4160000.4192000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KML	O517_DA_C001KML_hap2	chr18	4084000	4204000	18	4072997	4251153	120000	120000	1	121000	Archaic	0.98989	65	25	10	10	15	9	18.4084000.4204000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMN	O517_DA_C001KMN_hap1	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.98052	71	21	5	6	16	5	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMR	O517_DA_C001KMR_hap1	chr18	4161000	4234000	18	4072997	4251153	73000	73000	1	74000	Archaic	0.96402	26	10	4	5	5	4	18.4161000.4234000	4162760	Altai Neanderthal	ambiguous	LL	chr18.4136427.4203633
O517_DA_C001KMR	O517_DA_C001KMR_hap2	chr18	4125000	4248000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.98736	57	19	5	6	13	5	18.4125000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMU	O517_DA_C001KMU_hap2	chr18	4125000	4210000	18	4072997	4251153	85000	85000	1	86000	Archaic	0.98396	43	17	3	3	14	3	18.4125000.4210000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMX	O517_DA_C001KMX_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.96908	67	21	6	7	15	6	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KMZ	O517_DA_C001KMZ_hap2	chr18	4151000	4185000	18	4072997	4251153	34000	34000	1	35000	Archaic	0.90007	18	11	0	0	11	0	18.4151000.4185000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KN2	O517_DA_C001KN2_hap2	chr18	4094000	4248000	18	4072997	4251153	154000	154000	1	155000	Archaic	0.98633	71	21	6	7	15	6	18.4094000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KN3	O517_DA_C001KN3_hap1	chr18	4085000	4248000	18	4072997	4251153	163000	163000	1	164000	Archaic	0.9777	74	22	6	7	16	6	18.4085000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr18	4107000	4248000	18	4072997	4251153	141000	141000	1	142000	Archaic	0.98408	66	21	8	9	12	8	18.4107000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KN6	O517_DA_C001KN6_hap2	chr18	4107000	4199000	18	4072997	4251153	92000	92000	1	93000	Archaic	0.95906	44	16	4	4	12	4	18.4107000.4199000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr18	4161000	4193000	18	4072997	4251153	32000	32000	1	33000	Archaic	0.87882	13	5	0	0	5	0	18.4161000.4193000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KNA	O517_DA_C001KNA_hap2	chr18	4151000	4248000	18	4072997	4251153	97000	97000	1	98000	Archaic	0.97735	55	32	19	18	15	17	18.4151000.4248000	4162760	Altai Neanderthal	Neandertal	LL	chr18.4136427.4203633
O517_DA_C001KNB	O517_DA_C001KNB_hap2	chr18	4085000	4204000	18	4072997	4251153	119000	119000	1	120000	Archaic	0.97023	51	17	2	2	16	2	18.4085000.4204000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KNC	O517_DA_C001KNC_hap2	chr18	4087000	4248000	18	4072997	4251153	161000	161000	1	162000	Archaic	0.98367	71	36	31	31	12	29	18.4087000.4248000	4162760	Altai Neanderthal	Neandertal	LL	chr18.4136427.4203633
O517_DA_C001KNE	O517_DA_C001KNE_hap2	chr18	4116000	4249000	18	4072997	4251153	133000	133000	1	134000	Archaic	0.97236	66	35	21	20	16	20	18.4116000.4249000	4162760	Altai Neanderthal	Neandertal	LL	chr18.4136427.4203633
O517_DA_C001KNG	O517_DA_C001KNG_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.98058	73	21	6	7	15	6	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KNK	O517_DA_C001KNK_hap2	chr18	4083000	4248000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.99045	74	22	6	7	16	6	18.4083000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C001KNM	O517_DA_C001KNM_hap2	chr18	4082000	4204000	18	4072997	4251153	122000	122000	1	123000	Archaic	0.92752	49	18	5	5	13	5	18.4082000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KNN	O517_DA_C001KNN_hap1	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98659	55	17	2	2	16	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KNN	O517_DA_C001KNN_hap2	chr18	4080000	4248000	18	4072997	4251153	168000	168000	1	169000	Archaic	0.99252	79	23	7	8	16	7	18.4080000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001KNP	O517_DA_C001KNP_hap2	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98665	56	17	2	2	16	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr18	4080000	4248000	18	4072997	4251153	168000	168000	1	169000	Archaic	0.99227	78	23	7	8	16	7	18.4080000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PIT	O517_DA_C001PIT_hap2	chr18	4088000	4199000	18	4072997	4251153	111000	111000	1	112000	Archaic	0.97064	54	16	2	2	15	2	18.4088000.4199000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PIU	O517_DA_C001PIU_hap1	chr18	4125000	4248000	18	4072997	4251153	123000	123000	1	124000	Archaic	0.96216	53	17	4	5	12	4	18.4125000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PIU	O517_DA_C001PIU_hap2	chr18	4122000	4248000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.9857	56	18	5	6	12	5	18.4122000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PIV	O517_DA_C001PIV_hap1	chr18	4089000	4248000	18	4072997	4251153	159000	159000	1	160000	Archaic	0.98738	69	22	7	8	15	7	18.4089000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PJ7	O517_DA_C001PJ7_hap1	chr18	4125000	4237000	18	4072997	4251153	112000	112000	1	113000	Archaic	0.97991	52	19	5	6	13	5	18.4125000.4237000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C001PJ7	O517_DA_C001PJ7_hap2	chr18	4087000	4251000	18	4072997	4251153	164000	164000	1	165000	Archaic	0.98485	72	23	7	8	16	7	18.4087000.4251000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DAV	O517_DA_C002DAV_hap1	chr18	4094000	4248000	18	4072997	4251153	154000	154000	1	155000	Archaic	0.98498	70	22	6	7	16	6	18.4094000.4248000	4162760	Altai Neanderthal	Denisova	LL	chr18.4136427.4203633
O517_DA_C002DBK	O517_DA_C002DBK_hap1	chr18	4083000	4248000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.90775	62	30	26	25	11	24	18.4083000.4248000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C002DBK	O517_DA_C002DBK_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.98041	74	22	6	7	16	6	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr18	4089000	4248000	18	4072997	4251153	159000	159000	1	160000	Archaic	0.98762	71	23	7	8	16	7	18.4089000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DBM	O517_DA_C002DBM_hap2	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98625	55	17	2	2	16	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DBN	O517_DA_C002DBN_hap2	chr18	4091000	4248000	18	4072997	4251153	157000	157000	1	158000	Archaic	0.9393	62	28	20	19	11	18	18.4091000.4248000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C002DBP	O517_DA_C002DBP_hap1	chr18	4094000	4248000	18	4072997	4251153	154000	154000	1	155000	Archaic	0.98457	70	22	6	7	16	6	18.4094000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DBP	O517_DA_C002DBP_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.98144	73	22	6	7	16	6	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DBQ	O517_DA_C002DBQ_hap2	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.98904	70	33	19	18	16	17	18.4125000.4251000	4162760	Altai Neanderthal	Neandertal	HL	chr18.4136427.4203633
O517_DA_C002DBS	O517_DA_C002DBS_hap2	chr18	4088000	4248000	18	4072997	4251153	160000	160000	1	161000	Archaic	0.97535	70	20	5	6	15	5	18.4088000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DBW	O517_DA_C002DBW_hap2	chr18	4125000	4251000	18	4072997	4251153	126000	126000	1	127000	Archaic	0.98919	70	32	18	17	16	16	18.4125000.4251000	4162760	Altai Neanderthal	ambiguous	HL	chr18.4136427.4203633
O517_DA_C002DBX	O517_DA_C002DBX_hap2	chr18	4086000	4204000	18	4072997	4251153	118000	118000	1	119000	Archaic	0.98637	55	17	2	2	16	2	18.4086000.4204000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DCC	O517_DA_C002DCC_hap2	chr18	4083000	4248000	18	4072997	4251153	165000	165000	1	166000	Archaic	0.98961	78	22	6	7	16	6	18.4083000.4248000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
O517_DA_C002DCX	O517_DA_C002DCX_hap1	chr18	4082000	4234000	18	4072997	4251153	152000	152000	1	153000	Archaic	0.98755	76	30	14	15	15	13	18.4082000.4234000	4162760	Altai Neanderthal	ambiguous	HL	chr18.4136427.4203633
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr18	4088000	4249000	18	4072997	4251153	161000	161000	1	162000	Archaic	0.97806	69	19	5	6	13	5	18.4088000.4249000	4162760	Altai Neanderthal	Denisova	HL	chr18.4136427.4203633
191121_FD09254747	191121_FD09254747_hap2	chr18	4143000	4248000	18	4072997	4251153	105000	105000	1	106000	Archaic	0.98976	58	33	19	18	16	17	18.4143000.4248000	4162760	Altai Neanderthal	Neandertal	LL	chr18.4206116.4233324
